,disk_ID,vm_name,vm_cpu,vm_memory,vm_type,disk_if_VIP,ins_type,project_name,buss_name,disk_name,disk_capacity,disk_type,volume_type,avg_bandwidth,bandwidth_mul,bandwidth_zero_ratio,burst_label,peak_bandwidth,timestamp_num,cluster_index,business_type,description,recent_history_bandwidth_memory,recent_history_bandwidth_cpu,recent_history_bandwidth_app,recent_history_bandwidth_cpu_memory,pre_burst_label,belong_to_cluster,pre_bandwidth
17491,362dd1df-bc47-4848-8f3d-979042c18a71,vm-cdwch-ry7owmjw,4.0,16.0,S5,0,CVM,cdwch,vm-cdwch-ry7owmjw,vm-cdwch-ry7owmjw_系统盘,50,0,cbsPremium,10228.85367063492,37.2516815930116,0.0004960317460317,1,381042.0,2016.0,700,infra-database,vm-cdwch-ry7owmjw_系统盘,,,,,0,0.0,13503.298946270883
17626,c6749d66-95b8-4f84-a944-4da6659f6365,未命名,8.0,16.0,SA2,0,CVM,运营管理中心_1073,[外部云][北京COS],未命名_1,300,1,cbsPremium,352442.0257936508,1.2646477076515248,0.0004960317460317,0,445715.0,2016.0,610,infra-logging-monitoring,运营管理中心_1073_[外部云][北京COS]_未命名_1,317117.25694444444,317117.25694444444,317117.25694444444,317117.25694444444,0,0.0,13503.298946270883
2312,180a6837-6505-4af0-8536-2679ae18c5ff,未命名,32.0,128.0,SA3,0,CVM,运营管理中心_1073,[CMEM][北京],未命名_1,800,1,cbsssd,581.6741071428571,1.2360873402663188,0.0004960317460317,0,719.0,2016.0,656,office-system,[CMEM][北京]_运营管理中心_1073_未命名_1,,,121751.24156746033,,0,0.0,13503.298946270883
21331,fc5615f7-6d7c-43da-9240-c8850da8d550,orch-globalccccltd-30-neo4j-h2-bj-tc,8.0,32.0,C6,1,CVM,中交海外orch,orch-globalccccltdneo4j-h2-bj-tc,orch-globalccccltd-30-neo4j-h2-bj-tc_系统盘,100,0,cbsssd,22829.06746031746,1.7816759300703555,0.0004960317460317,0,40674.0,2016.0,589,infra-database,orch-globalccccltd-30-neo4j-h2-bj-tc_系统盘_中交海外orch_orch-globalccccltdneo4j-h2-bj-tc,24345.81051587301,13966.10267857143,6193.011904761905,,0,0.0,13503.298946270883
23549,4d7cd2a4-455a-4270-8724-a47835d4b44c,未命名,8.0,16.0,SA2,0,CVM,运营管理中心_1073,[CVM交付][待验收],未命名_1,300,1,cbsPremium,287811.72470238095,1.5284853334411803,0.1041666666666666,0,439916.0,2016.0,407,dev-test-env,运营管理中心_1073_[CVM交付][待验收]_未命名_1,12761.549107142857,12761.549107142857,10675.684523809525,12761.549107142857,0,0.0,13503.298946270883
19229,841ef8f5-7493-4cbe-9cd3-b65c7eb8d996,chezhuwuyou--eaokht,2.0,4.0,SA2,1,CVM,客户Windows跳板机,chezhuwuyou--eaokht,chezhuwuyou--eaokht_系统盘,60,0,cbsPremium,5611.552083333333,62.95192395152114,0.0009920634920634,1,353258.0,2016.0,569,infra-jumpbox,chezhuwuyou--eaokht_系统盘_客户Windows跳板机,2903.001984126984,2903.001984126984,2903.001984126984,2903.001984126984,1,0.0,211056.5982142857
20130,68df293b-50bf-4f50-89e9-aa58dae33931,未命名5,8.0,16.0,SA2,0,CVM,运营管理中心_1073,[外部云][北京Yotta],未命名5_系统盘,50,0,cbsPremium,22428.81398809524,18.42491538872025,0.0004960317460317,0,413249.0,2016.0,406,office-system,运营管理中心_1073_[外部云][北京Yotta]_未命名5_系统盘,238744.3754960317,238744.3754960317,238744.3754960317,238744.3754960317,0,0.0,13503.298946270883
16159,12a9beca-dc34-4ead-9dda-561a0068d3c3,video-record468.hb.txyun,8.0,32.0,S5,1,CVM,video,video-record,video-record400.hb.txyun69_数据盘_1,200,1,cbsHSSD,5420.902281746032,5.670642708965947,0.0004960317460317,0,30740.0,2016.0,650,media-video-streaming,video-record468.hb.txyun_video-record400.hb.txyun69_数据盘_1,,,,,0,0.0,13503.298946270883
12660,0349b6eb-81ec-4e8a-b28c-6161b45260c3,视频API服务器,4.0,8.0,S5,1,CVM,1286-新C云平台,视频API服务器,[数据盘]tla010082002040_新C云平台_周全_数据盘_1,200,1,cbsPremium,4630.282242063492,3.1909501899857187,0.0019841269841269,0,14775.0,2016.0,405,media-video-streaming,视频API服务器_[数据盘]tla010082002040_新C云平台_周全_数据盘_1_1286-新C云平台,,,,,0,0.0,13503.298946270883
10287,381e56f6-e157-421c-a7b2-8b8e3f0b0802,ops-grafana-prd01,4.0,8.0,S6,1,CVM,产研内部工具,ops-grafana-prd,granafa,100,0,cbsBSSD,8267.83482142857,10.62805461137854,0.0,0,87871.0,2016.0,704,infra-logging-monitoring,granafa_ops-grafana-prd01_产研内部工具,7272.3735119047615,7272.3735119047615,5867.131448412699,7272.3735119047615,0,0.0,13503.298946270883
13676,91137831-5828-4efb-879f-1660016d17a8,魂斗罗压测北京02,8.0,32.0,S6,1,CVM,服务器,魂斗罗压测北京,未命名_系统盘,50,0,cbsPremium,6061.770833333333,18.36377571185538,0.0014880952380952,0,111317.0,2016.0,547,dev-test-env,服务器_魂斗罗压测北京02_未命名_系统盘,,,,,0,0.0,13503.298946270883
8731,92a7ee43-90fa-4702-bf02-7cfcd2963e39,emr-Core.185_emr-b9xsq2fb,32.0,64.0,SA3,1,CVM,直播,emr-Core-emr-b9xsq2fb,emr-core9_系统盘,50,0,cbsPremium,6760.8422619047615,7.694603421400282,0.0004960317460317,0,52022.0,2016.0,477,media-video-streaming,emr-core9_系统盘_直播_emr-Core-emr-b9xsq2fb_emr-Core.185_emr-b9xsq2fb,7386.655257936508,7386.655257936508,7386.655257936508,7386.655257936508,0,0.0,13503.298946270883
4842,6ffc216a-45b2-4337-8816-8a2bbce6442e, K8sWebNode-02-prod-ops-tx.host.hexun.com,16.0,64.0,SA3,1,CVM,cls-lj8z31p5, K8sWebNodeprod-ops-tx.host.hexun.com,cls-lj8z31p5/pvc-acd184b9-0a06-4539-a2f0-5e4fcf05a196,20,1,cbsPremium,536.2103174603175,2.5344532839963,0.0014880952380952,0,1359.0,2016.0,569,infra-node,K8sWebNode-02-prod-ops-tx.host.hexun.com_K8sWebNodeprod-ops-tx.host.hexun.com_cls-lj8z31p5/pvc-acd184b9-0a06-4539-a2f0-5e4fcf05a196,,,,,0,0.0,13503.298946270883
24021,98cfcbe4-b583-4a77-8ed9-c96073da0370,github4,16.0,128.0,MA2,1,CVM,terraform,github,github4_系统盘,201,0,cbsssd,143486.47668650793,21.762705950487835,0.0004960317460317,0,3122654.0,2016.0,704,dev-test-env,github4_系统盘_terraform,,,,,0,0.0,13503.298946270883
23178,c495c5db-8e10-49d7-8ffc-09839a0e6592,p5-tkjjwcw-qwchat-fastdfs02,4.0,16.0,S5,1,CVM,Server,p5-tkjjwcw-qwchat-fastdfs,p5-tkjjwcw-qwchat-fastdfs01_数据盘_1,2500,1,cbsPremium,12642.451884920634,3.283856674156575,0.0004960317460317,0,41516.0,2016.0,709,data-collection-delivery,p5-tkjjwcw-qwchat-fastdfs02_Server_p5-tkjjwcw-qwchat-fastdfs01_数据盘_1,,,,,0,0.0,13503.298946270883
11482,fc48ac9e-91f7-4047-b13a-facded3cc94b,未命名,2.0,4.0,SN3ne,0,CVM,云原生产品中心_1012,[公共资源池_8C16G][其他],未命名_系统盘,50,0,cbsPremium,8429.984623015873,1.391342988690279,0.0014880952380952,0,11729.0,2016.0,571,infra-node,云原生产品中心_1012_[公共资源池_8C16G][其他]_未命名_系统盘,426.9325396825397,426.9325396825397,426.9325396825397,426.9325396825397,0,0.0,13503.298946270883
13719,4ebf17e9-982f-48f6-981e-e01c7e24c687,dzyz-game-21-2066,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-11-1101_数据盘_1,100,1,cbsPremium,423.44146825396825,42.46159469014523,0.0,1,17980.0,2016.0,602,game-service,臧泽_dzyz-game-11-1101_数据盘_1_dzyz-game-21-2066,472.07936507936506,472.07936507936506,472.07936507936506,472.07936507936506,1,0.0,211056.5982142857
5709,9af9bf0e-a86f-4e47-9419-eb44926ab4f2,pysy-prd-xeszx-zxkt-压测源01,2.0,2.0,SA2,1,CVM,pomelo,pysy-prd-xeszx-zxkt-压测源,pysy-prd-xeszx-zxkt-压测源_系统盘,100,0,cbsssd,6628.893849206349,4.188934176902614,0.0,0,27768.0,2016.0,656,dev-test-env,pomelo_pysy-prd-xeszx-zxkt-压测源01_pysy-prd-xeszx-zxkt-压测源_系统盘,,,72949.75843253969,,0,0.0,13503.298946270883
3829,92f21ad9-a9f5-49b5-a78c-9610e2d7d682,北京_任务中心_备份_1,8.0,16.0,S5,0,CVM,大数据基础产品中心_1135,北京_任务中心_备份,未命名_1,300,1,cbsPremium,936.2594246031746,1.1439137186297847,0.0014880952380952,0,1071.0,2016.0,571,infra-node,北京_任务中心_备份_1_未命名_1_大数据基础产品中心_1135,9439.506448412698,9439.506448412698,7431.608630952381,9439.506448412698,0,0.0,13503.298946270883
6036,6435a097-d22f-4bca-a4da-c026b976dda6,未命名,4.0,8.0,S5,0,CVM,中间件产品中心_1133,[TDMQ_数据流][rocketmq_broker],未命名_1,500,1,cbsPremium,1599.407738095238,122.94300903794374,0.0014880952380952,1,196636.0,2016.0,478,infra-message-queue,[TDMQ_数据流][rocketmq_broker]_中间件产品中心_1133_未命名_1,22674.695436507936,22674.695436507936,22674.695436507936,22674.695436507936,0,0.0,13503.298946270883
9410,4bcbc7a9-70f5-491f-a72e-af2692c48181,cfs-4b5fc1e81-oss4,16.0,64.0,S5,0,CVM,默认项目,cfs-4b5fc1e81-oss,cfs-4b5fc1e81-oss4_系统盘,100,0,cbsPremium,7325.102182539683,34.93179939659003,0.0,1,255879.0,2016.0,652,infra-node,cfs-4b5fc1e81-oss4_系统盘_默认项目,7401.747023809524,7401.747023809524,356.0922619047619,7401.747023809524,0,0.0,13503.298946270883
4199,672412e4-46ba-4dc5-92bc-ac580947d5f4,602_sdk_newpro_test_Bj_Yx,4.0,8.0,S6,1,CVM,默认项目,602_sdk_newpro_test_Bj_Yx,602_sdk_newpro_test_Bj_Yx_系统盘,50,0,cbsBSSD,11170.508432539682,3.033254950266977,0.0,0,33883.0,2016.0,697,dev-test-env,602_sdk_newpro_test_Bj_Yx_系统盘_默认项目,,,,,0,0.0,13503.298946270883
21181,c954acd1-0fbc-42bb-8928-e969bc3f052b,emr-Task.7961_emr-gmz8tdmv,32.0,128.0,SA2,1,CVM,默认项目,emr-Task-emr-gmz8tdmv,emr-task27_数据盘_1,500,1,cbsHSSD,9626.84375,7.753839361940408,0.0004960317460317,0,74645.0,2016.0,511,data-collection-delivery,emr-Task.7961_emr-gmz8tdmv_默认项目_emr-Task-emr-gmz8tdmv_emr-task27_数据盘_1,7350235.196428572,7350235.196428572,7350235.196428572,7350235.196428572,0,0.0,13503.298946270883
1722,b70398a3-13bb-4ed8-8a46-49b7ce44b9be,as-tke-np-kzh08l211,16.0,64.0,SA2,1,CVM,cls-4flo2kif,as-tke-np-kzh08l,cls-4flo2kif/pvc-32c5b890-1807-4fb2-9397-fb04b8e670f9,10,1,cbsPremium,398.9662698412698,1.3008618503175369,0.0004960317460317,0,519.0,2016.0,408,infra-node,cls-4flo2kif/pvc-32c5b890-1807-4fb2-9397-fb04b8e670f9_as-tke-np-kzh08l211,12457.320932539682,8616.961805555555,329.2326388888889,12457.320932539682,0,0.0,13503.298946270883
16823,3915c2ad-efff-4826-b5cb-05d95fa48ac3,k8s-worker-sw7-5.p6xmmv3r.4,16.0,64.0,SA3,1,CVM,asg-i98g5iuv,k8s-worker-sw7p6xmmv3r.,k8s-worker-sw7-5.p6xmmv3r.4_系统盘,50,0,cbsPremium,35838.67658730159,1.7610025260352926,0.0009920634920634,0,63112.0,2016.0,407,infra-node,k8s-worker-sw7-5.p6xmmv3r.4_系统盘_asg-i98g5iuv_k8s-worker-sw7p6xmmv3r.,,,,,0,0.0,13503.298946270883
7567,5f6cc4ef-79af-4593-88b3-188e66b3b6b8,tx-bj-hulk-k8s-node3260,84.0,320.0,S5,1,CVM,默认项目,tx-bj-hulk-k8s-node,tx-bj-hulk-k8s-node3260_数据盘,200,1,cbsPremium,3880.728174603176,4.0353251491522775,0.0004960317460317,0,15660.0,2016.0,401,infra-node,默认项目_tx-bj-hulk-k8s-node3260_数据盘,9779.580357142857,9779.580357142857,9779.580357142857,9779.580357142857,0,0.0,13503.298946270883
16162,bd3e229f-6428-4c09-9743-082855e7d878,gmrd-lmc-mysql01.rongdan.prod,4.0,8.0,SA2,1,CVM,vpc_prod,gmrd-lmc-mysql01.rongdan.prod,gmrd-lmc-mysql01.rongdan.prod_系统盘,50,0,cbsPremium,7063.866071428572,53.07674242529574,0.0004960317460317,1,374927.0,2016.0,652,infra-database,vpc_prod_gmrd-lmc-mysql01.rongdan.prod_系统盘,26581.14285714286,26581.14285714286,26581.14285714286,26581.14285714286,0,0.0,13503.298946270883
18916,2217c6da-4390-4438-8f25-e945ae2453b8,vm-cdwch-qdvzb82v,4.0,16.0,S5,0,CVM,cdwch,vm-cdwch-qdvzb82v,vm-cdwch-qdvzb82v_数据盘_2,50,1,cbsHSSD,2881.272321428572,16.13106808902937,0.0009920634920634,0,46478.0,2016.0,518,infra-database,vm-cdwch-qdvzb82v_数据盘_2,2590.084821428572,2590.084821428572,2590.084821428572,2590.084821428572,0,0.0,13503.298946270883
16742,c4813c79-2d39-4535-9c97-873e333de91d,as-tke-np-fp2dw27t6,16.0,32.0,SA3,1,CVM,818活动-2022,as-tke-np-fp2dw27t,as-tke-np-fp2dw27t6_系统盘,50,0,cbsPremium,9778.950892857143,5.843776150030701,0.0009920634920634,0,57146.0,2016.0,478,generic-autoscaling,818活动-2022_as-tke-np-fp2dw27t6_系统盘,,,9828.134424603177,,0,0.0,13503.298946270883
8048,3d09479a-fe61-4027-9fcc-f532bb6ca1e7,pysy-prd-xeszx-zxkt-老课堂中台2,4.0,16.0,S6,1,CVM,online,pysy-prd-xeszx-zxkt-老课堂中台,pysy-prd-xeszx-zxkt-老课堂中台2_系统盘,500,0,cbsPremium,2489.3804563492063,3.0019517430290694,0.0004960317460317,0,7473.0,2016.0,602,education-learning,pysy-prd-xeszx-zxkt-老课堂中台2_系统盘_online,14336.794146825398,,14336.794146825398,,0,0.0,13503.298946270883
17621,5353c3b2-f779-4019-82c2-5c15f1aa93d7,emr-Core.17_emr-rd7hedd9,32.0,128.0,D3,1,CVM,默认项目,emr-Core-emr-rd7hedd,emr-core10_系统盘,200,0,cbsPremium,11334.535714285714,6.76754672035845,0.0947420634920634,0,76707.0,2016.0,476,compute-simulation,emr-Core.17_emr-rd7hedd9_默认项目_emr-core10_系统盘_emr-Core-emr-rd7hedd,,,8912.471726190477,,0,0.0,13503.298946270883
1732,49fb4a0c-9f47-4c52-9eea-e3dee4f524ac,as-tke-np-59qlgf0f1,16.0,32.0,S5,1,CVM,asg-hiabzw5z,as-tke-np-59qlgf0f,as-tke-np-59qlgf0f1_系统盘,100,0,cbsBSSD,10700.623015873016,2.850394781196912,0.0,0,30501.0,2016.0,704,infra-node,asg-hiabzw5z_as-tke-np-59qlgf0f1_系统盘,,,14934.053075396823,,0,0.0,13503.298946270883
11941,bf7d182a-1a04-47a5-b4d6-8d5aa2226832,fj-cvm-bj-staging-iot-data-05,8.0,16.0,S5,1,CVM,data,fj-cvm-bj-staging-iot-data,fj-cvm-bj-staging-iot-data-05_系统盘,50,0,cbsPremium,24636.4816468254,37.80629122908952,0.0,1,931414.0,2016.0,602,dev-test-env,fj-cvm-bj-staging-iot-data-05_系统盘,362.10069444444446,,270.36011904761904,,0,0.0,13503.298946270883
23409,b145912e-c84d-4434-b64a-4916c728cc2f,khfw-tencent-test-app02,4.0,16.0,SA3,1,CVM,测试,khfw-tencent-test-app,未命名1_数据盘_1,200,1,cbsPremium,95662.85317460318,11.622588738500816,0.0009920634920634,0,1111850.0,2016.0,532,dev-test-env,khfw-tencent-test-app02_测试_未命名1_数据盘_1,,,,,0,0.0,13503.298946270883
2848,d5c0d1eb-fbba-4139-a0d7-d1916b5a7be8,ckafka-7kdk8mad,2.0,8.0,SA2,0,CVM,默认项目,ckafka-7kdk8mad-cbs,Ckafka_ins-lm6v4f7x_965073735_1,90,1,cbsssd,813.8105158730159,1.1513736695756904,0.0004960317460317,0,937.0,2016.0,519,infra-message-queue,默认项目_ckafka-7kdk8mad-cbs_Ckafka_ins-lm6v4f7x_965073735_1,,,,,0,0.0,13503.298946270883
12957,6ebd19ec-d887-4b88-9525-b0d60612ac3a,k8s-vhall-prod-txbj-worker-saas-9-115,16.0,32.0,SA3,1,CVM,容器,k8s-vhall-prod-txbj-worker-saas,k8s-vhall-prod-txbj-worker-saas-13_系统盘,50,0,cbsBSSD,21815.40426587301,10.907201035565034,0.0,0,237945.0,2016.0,736,infra-node,k8s-vhall-prod-txbj-worker-saas-13_系统盘_k8s-vhall-prod-txbj-worker-saas-9-115_容器,12345.079365079366,12345.079365079366,12345.079365079366,12345.079365079366,0,0.0,13503.298946270883
4602,ef113ba3-6500-4dc1-a676-f237f7e10911,sky-8.7-oap3,8.0,32.0,S6,1,CVM,默认项目,sky7-oap,sky-8.7-oap_数据盘((FROM snap-j6bp7ble))_1,300,1,cbsPremium,1737.24751984127,3.714496596656303,0.0014880952380952,0,6453.0,2016.0,529,office-system,sky7-oap_sky-8.7-oap_数据盘((FROM snap-j6bp7ble))_1_默认项目_sky-8.7-oap3,1564.623015873016,1564.623015873016,1564.623015873016,1564.623015873016,0,0.0,13503.298946270883
3894,6a2c93cc-4643-4ab1-abdc-69edb61f96f1,kafka-tx-bj-planck-2-8-1,2.0,8.0,SA2,0,CVM,默认项目,kafka-tx-bj-planck,Ckafka_ins-i3xfwqkn_396677045_0,90,1,cbsPremium,1422.5560515873017,1.597125116767723,0.0004960317460317,0,2272.0,2016.0,407,infra-message-queue,默认项目_Ckafka_ins-i3xfwqkn_396677045_0_kafka-tx-bj-planck-2-8-1,1042.0426587301588,1042.0426587301588,1042.0426587301588,1042.0426587301588,0,0.0,13503.298946270883
16479,5bed9bd8-3907-4951-9436-188a5589fd5d,emr-Master.1_emr-joa96hu7,4.0,16.0,SA2,0,CVM,EDR,emr-Masteremr-joa96hu,emr-master-first_系统盘,50,0,cbsssd,26270.687996031746,55.75038614219893,0.0004960317460317,1,1464601.0,2016.0,704,compute-simulation,emr-Master.1_emr-joa96hu7_EDR_emr-Masteremr-joa96hu_emr-master-first_系统盘,,12759.47867063492,12759.47867063492,,0,0.0,13503.298946270883
20341,c2d4ecf5-2a40-4610-a59a-7f5047904b7f,tld010082001182_新C云平台_周全,64.0,256.0,D3,1,CVM,1286-新C云平台,tld010082001182_新C云平台_周全,[系统盘]tld010082001182_新C云平台_周全_系统盘,500,0,cbsPremium,7898.141369047619,22.469590212133618,0.1056547619047619,0,177468.0,2016.0,405,infra-node,[系统盘]tld010082001182_新C云平台_周全_系统盘_1286-新C云平台,,,8772.884424603175,,1,2.0,911783.4048096192
19977,e9fecb93-a03e-45b2-8421-a50207ac9fdd,p88-datamp-market2,8.0,32.0,S6,1,CVM,集团大会员项目生产环境,p88-datamp-market,p88-datamp-app{R:3}_数据盘_1,500,1,cbsPremium,2892.9459325396824,34.24709701125428,0.0014880952380952,1,99075.0,2016.0,547,ecommerce-retail,p88-datamp-app{R:3}_数据盘_1_集团大会员项目生产环境_p88-datamp-market2,13383.020337301588,13383.020337301588,7322.043154761905,13383.020337301588,0,0.0,13503.298946270883
6688,48f80d21-e891-4ece-93bb-6c13aea11972,txy-bigdata-hadoop-前端-test01,4.0,8.0,S5,1,CVM,智慧教育,txy-bigdata-hadoop-前端-test,未命名1_系统盘,100,0,cbsPremium,7401.077876984127,11.819764830747452,0.0,0,87479.0,2016.0,653,education-learning,智慧教育_txy-bigdata-hadoop-前端-test01_未命名1_系统盘,,,272.55406746031747,,0,0.0,13503.298946270883
7706,7670a0d9-2e96-4cdf-a66c-a8002a5f0eac,retail_pub_uat_service1,8.0,16.0,SA2,1,CVM,默认项目,retail_pub_uat_service,retail_pub_uat_service_数据盘_1,200,1,cbsPremium,6594.390873015873,2.077371551640358,0.0004960317460317,0,13699.0,2016.0,605,dev-test-env,retail_pub_uat_service1_retail_pub_uat_service_数据盘_1_默认项目,168843.09375,2195.280257936508,168843.09375,,0,0.0,13503.298946270883
10743,9ea807f1-5858-411f-8177-842654574fb2,天龙微信-游戏服33,32.0,128.0,S6,1,CVM,tlwx,天龙微信-游戏服,天龙微信-游戏服M1_系统盘,50,0,cbsPremium,8882.520337301587,11.796764434071935,0.0014880952380952,0,104785.0,2016.0,562,game-service,天龙微信-游戏服33_tlwx_天龙微信-游戏服M1_系统盘,512641.80456349207,512641.80456349207,512641.80456349207,512641.80456349207,0,0.0,13503.298946270883
7627,668f7865-2c63-4830-bdfb-cae361ff1aa9,会员接口3,8.0,16.0,SA2,0,CVM,默认项目,会员接口,未命名_1,200,1,cbsHSSD,1834.8695436507933,4.839036121518306,0.0009920634920634,0,8879.0,2016.0,519,dev-test-env,会员接口3_未命名_1_默认项目,,,,,0,0.0,13503.298946270883
21187,0d241283-c916-4a14-8e48-4323f18bb9bf,未命名175,8.0,16.0,S5,0,CVM,运营管理中心_1073,[外部云][北京图片云],未命名175_系统盘,50,0,cbsPremium,15504.93898809524,6.210666167337807,0.0019841269841269,0,96296.0,2016.0,487,office-system,[外部云][北京图片云]_运营管理中心_1073_未命名175_系统盘,16525.848214285714,16525.848214285714,16525.848214285714,16525.848214285714,0,0.0,13503.298946270883
22360,261df72d-3653-4811-aeee-7f5426098e13,env-personal-tmp-4340-spec-36381,8.0,64.0,MA2,1,CVM,debugbox环境,env-personal-tmpspec,数据盘_ins-a3mn52az_vdb_None,500,1,cbsPremium,86861.70486111111,50.85883367202759,0.0009920634920634,1,4417685.0,2016.0,569,dev-test-env,env-personal-tmpspec_env-personal-tmp-4340-spec-36381_数据盘_ins-a3mn52az_vdb_None_debugbox环境,187201.04761904763,5169.763888888889,5611.552083333333,187201.04761904763,0,0.0,13503.298946270883
4153,21ef002c-dff8-4fc6-b3bb-d6b78130999f,gmcf-ecc-t01.rongtong.prod,4.0,8.0,SA2,1,CVM,vpc_prod,gmcf-ecc-t01.rongtong.prod,gmcf-ecc-t01.rongtong.prod_数据盘_1,100,1,cbsPremium,472.030257936508,121.17231689773048,0.0009920634920634,1,57197.0,2016.0,569,infra-node,gmcf-ecc-t01.rongtong.prod_数据盘_1_vpc_prod,6463.444444444444,6463.444444444444,9304.038194444443,6463.444444444444,1,0.0,211056.5982142857
2943,315734d6-0fa9-46a8-8841-d76c8b164923,gmam-cgs-t02.fandanbao.prod,2.0,2.0,SA2,1,CVM,vpc_prod,gmam-cgs-t02.fandanbao.prod,gmam-cgs-t02.fandanbao.prod_数据盘_1,50,1,cbsPremium,480.3353174603175,91.4277972150738,0.0009920634920634,1,43916.0,2016.0,401,ecommerce-retail,vpc_prod_gmam-cgs-t02.fandanbao.prod_数据盘_1,,6518.3546626984125,6683.983630952381,,0,0.0,13503.298946270883
18982,83c33e33-c4f4-465e-bc11-ca0cb09c995a,prod-nrofc-installer-node,8.0,32.0,SA3,1,CVM,默认项目,prod-nrofc-installer-node,prod-nrofc-installer-node_系统盘,50,0,cbsPremium,3490.15128968254,37.15712851284332,0.0004960317460317,1,129684.0,2016.0,609,infra-node,默认项目_prod-nrofc-installer-node_系统盘,97371.53273809524,6360.485119047619,288.50644841269843,97371.53273809524,0,0.0,13503.298946270883
18115,80eb9b5a-ab65-4409-9d48-af4d2d57e632,未命名,8.0,16.0,SA2,0,CVM,运营管理中心_1073,[外部云][北京COS],未命名_1,300,1,cbsPremium,335367.26785714284,1.3426325200937756,0.0,0,450275.0,2016.0,606,infra-logging-monitoring,运营管理中心_1073_[外部云][北京COS]_未命名_1,331311.3293650793,331311.3293650793,331311.3293650793,331311.3293650793,0,0.0,13503.298946270883
18825,fbd30a80-441e-497e-8244-e0aafcdc2f53,uat-电离层监控iono,16.0,32.0,S5,1,CVM,uat-IMS-平台研发,uat-电离层监控iono,uat-电离层监控1_系统盘,50,0,cbsPremium,7497.705853174603,18.6458368383186,0.0,0,139801.0,2016.0,605,dev-test-env,uat-电离层监控iono_uat-电离层监控1_系统盘_uat-IMS-平台研发,7153.735119047619,,7153.735119047619,,0,0.0,13503.298946270883
19974,7223ef5d-0d3c-4ab7-aa68-7c3323ad7aeb,kafka2.hp3.platech.ite2.bj1,16.0,64.0,IT5,1,CVM,ite1-hp3-platech,kafka2.hp3.platech.ite2.bj,ite-kafka3_系统盘,50,0,cbsBSSD,8352.019345238095,11.390658482399378,0.0,0,95135.0,2016.0,742,infra-message-queue,ite-kafka3_系统盘_ite1-hp3-platech_kafka2.hp3.platech.ite2.bj1,,,,,0,0.0,13503.298946270883
16880,df668bd3-a0cf-4f4f-b655-20b04fc1c7cf,video-record496.hb.txyun,8.0,32.0,S5,1,CVM,video,video-record,video-record477.hb.txyun20_数据盘_1,500,1,cbsHSSD,5650.931051587301,3.848215418217096,0.0009920634920634,0,21746.0,2016.0,437,media-video-streaming,video-record496.hb.txyun_video-record477.hb.txyun20_数据盘_1,7051.243551587301,7051.243551587301,7051.243551587301,7051.243551587301,0,0.0,13503.298946270883
15550,21cc11e5-620b-4d4b-82a1-99e08adadbb3,p5-tlife-tv-app03,4.0,8.0,S5,1,CVM,Server,p5-tlife-tv-app,p5-tlife-tv-app03_系统盘,200,0,cbsPremium,8290.338789682539,3.540868563361099,0.0014880952380952,0,29355.0,2016.0,571,media-video-streaming,p5-tlife-tv-app03_系统盘_Server,,,,,0,0.0,13503.298946270883
5653,a5fea8b4-4bd9-4526-9ba2-e5f3edd2b4b1,vm-cdwdoris-3l7x2q15,8.0,32.0,S5,0,CVM,cdwdoris,vm-cdwdoris-3l7x2q,vm-cdwdoris-3l7x2q15_系统盘,50,0,cbsPremium,7934.481646825397,3.423916168596795,0.0,0,27167.0,2016.0,609,infra-database,vm-cdwdoris-3l7x2q15_系统盘,,,281.172123015873,,0,0.0,13503.298946270883
8416,fb0a5a8d-bcaf-4723-b8f5-7f27a2e71971,vm-cdwch-lzav7kyc,4.0,16.0,SA2,0,CVM,cdwch,vm-cdwch-lzav7kyc,vm-cdwch-lzav7kyc_数据盘_7,50,1,cbsHSSD,3288.41121031746,156.92988710806063,0.0004960317460317,1,516050.0,2016.0,589,infra-database,vm-cdwch-lzav7kyc_数据盘_7,3304.306547619048,3304.306547619048,3304.306547619048,3304.306547619048,0,0.0,13503.298946270883
19844,a0e43157-cefa-4d9d-8904-804fe38a0c19,fly-qgate-ctripdrlcc5,4.0,8.0,C5,1,CVM,机票,fly-qgate-ctripdrlcc,fly-qgate-ctripdrlcc5_系统盘,50,0,cbsBSSD,13060.711805555557,7.421264739856732,0.0,0,96927.0,2016.0,704,travel-hospitality,fly-qgate-ctripdrlcc5_系统盘_机票,13240.339781746032,13240.339781746032,13240.339781746032,13240.339781746032,0,0.0,13503.298946270883
24128,6290a8f5-fa07-42f8-84d9-2f0ac94cb878,cntccsrv104,8.0,16.0,S5,1,CVM,默认项目,cntccsrv,cntccsrv104_data,200,1,cbsPremium,9175.704365079366,457.6602332548753,0.0009920634920634,1,4199355.0,2016.0,561,dev-test-env,cntccsrv104_data_默认项目,,,,,0,0.0,13503.298946270883
23808,99a30a51-72bd-4ab7-a22c-562338dee6e4,khand26,2.0,4.0,SA2,1,CVM,sa,khand,khand{R:6}_数据盘_1,500,1,cbsPremium,30286.09126984127,2.4229604060222,0.0014880952380952,0,73382.0,2016.0,569,infra-node,khand26_sa_khand{R:6}_数据盘_1,65490.88591269841,65490.88591269841,65490.88591269841,65490.88591269841,0,0.0,13503.298946270883
