description,business_type
抢购,ecommerce-retail
护士,gov-public-service
报名王测试,dev-test-env
报名王生产,education-learning
报税-elk-node_系统盘,infra-logging-monitoring
抽奖小程序,ecommerce-retail
拆迁办联机服务器,gov-public-service
招新,community-social-forum
拼多多发单,ecommerce-retail
持续发布服务器_运维,dev-test-env
挂QQ采集,data-collection-delivery
挂机,game-service
挂机,game-service
挂机与冒险,game-service
挂机服务器,game-service
挂机狗,game-service
挂机电脑,game-service
挂监控软件的,infra-logging-monitoring
挂载硬盘1,generic-unknown
指上足球,game-service
指挥报道,media-news-portal
指针网络,ai-machine-learning
按带宽付费,generic-unknown
按量100M_系统盘,generic-unknown
挖你妹,generic-unknown
挽风,community-social-forum
捕鱼达人3D手游_1193,game-service
捕鱼达人3D手游_1193_0,game-service
换群小天使,community-social-forum
授权从tmp,generic-unknown
授权服务器,infra-coordination
掌上wegame_2141,game-service
掌上wegame_2141_6,game-service
掌上会员正式项目,ecommerce-retail
掌上碑帖数据盘_碑帖APP_小程序_线上服务器,education-learning
掌上证书,education-learning
掌上魔都小程序,gov-public-service
掌尚,ecommerce-retail
掌文,media-news-portal
掘金,community-social-forum
探索者,data-collection-delivery
接入点配置,data-collection-delivery
接单服务器,ecommerce-retail
接口,generic-unknown
接口服务器,infra-node
接口管理服务器_测试服务器_系统盘,dev-test-env
接口请求,infra-node
接口负载服务器,infra-node
控制台查询服务2-wellsjiang,infra-logging-monitoring
控制台查询服务2-wellsjiang_0,infra-logging-monitoring
控制器,infra-coordination
推客盒子,ecommerce-retail
推广,ecommerce-retail
推广-接口,ecommerce-retail
推广系统,ecommerce-retail
推推购网站服务器,ecommerce-retail
推礼客商城_系统盘,ecommerce-retail
推荐接入,generic-unknown
提供给客户登录超级浏览器,iot-saas-platform
提拉米苏,generic-unknown
插件,generic-unknown
搜牌网ID,game-service
搜程万事通,travel-hospitality
搜索推荐[搜索]_1040347,ai-machine-learning
搜索推荐[爬虫]_1040445,data-collection-delivery
搜索推荐[爬虫]_1040445_5,data-collection-delivery
搞毛啊,generic-unknown
摩尔勇士ALL,game-service
摩迈主服务,game-service
撸腾讯羊毛的服务器_羊毛服务器系统盘,personal-use
擎卡软件,finance-payment
攀登小程序,community-social-forum
改IP2次,dev-test-env
攻城,game-service
放置卡牌,game-service
故障管理平台,infra-logging-monitoring
故障管理平台库,infra-logging-monitoring
敏达智慧,office-system
敖雪冰,personal-use
教务系统（重要！）,education-learning
教师技能大赛,education-learning
教育,education-learning
教育版-mysql,infra-database
教育版-mysql-slave_数据盘,infra-database
教育版-应用层,education-learning
数字安防服务器,iot-saas-platform
数字渔场_数据库服务器_数据库硬盘,infra-database
数据,data-collection-delivery
数据,data-collection-delivery
数据01,data-collection-delivery
数据2盘,data-collection-delivery
数据_6_数据节点,infra-node
数据_系统盘,infra-node
数据_行友,data-collection-delivery
数据中心,infra-node
数据交换测试,dev-test-env
数据分析,ai-machine-learning
数据处理,data-collection-delivery
数据安全网关_-_基础版S1_100节点【堡垒机】_--,infra-jumpbox
数据库,infra-database
数据库,infra-database
数据库,infra-database
数据库-warehouse,infra-database
数据库-主,infra-database
数据库_1,infra-database
数据库_服务器_系统盘,infra-database
数据库后台_网站-1-Data-2,infra-database
数据库服务器,infra-database
数据库服务器,infra-database
数据库服务器_医疗（辅）,infra-database
数据库监测,infra-logging-monitoring
数据库硬盘_新数据库,infra-database
数据库网站,infra-database
数据服务_通用系统_新闻采集-节点-陈天洋,data-collection-delivery
数据服务器,infra-database
数据服务器,infra-database
数据服务器3_数据盘,infra-database
数据盘,infra-node
数据盘,infra-node
数据盘-微信程序集成,office-system
数据盘01,generic-unknown
数据盘_新服务器,infra-node
数据盘_服务器,infra-node
数据盘_电商辅助,ecommerce-retail
数据盘_管家婆T3ERP,office-system
数据盘_许Linux禾匠商城,ecommerce-retail
数据盘_锎,infra-node
数据盘_黑点云,infra-database
数据节点,infra-node
数据通OCR云平台,iot-saas-platform
数据部-跳转sys,infra-jumpbox
数据采集系统,data-collection-delivery
数数-大数据_系统盘,data-collection-delivery
数数科技,ai-machine-learning
数智丫山-project_系统盘,travel-hospitality
文,generic-unknown
文-1981AA,media-news-portal
文件服务器_系统盘,office-system
文学宝典,media-news-portal
文库系统,office-system
文文的邮局,logistics-mobility
文旅艺同趣玩业务李发成20190813-上海-腾讯云,game-service
文明实践中心,gov-public-service
文竹广东汕尾,gov-public-service
文选首单礼金网站服务器_系统盘,ecommerce-retail
斌在用---欧洲,personal-use
斐乐女鞋,ecommerce-retail
斗,game-service
斗战神_128,game-service
斗战神_128_6,game-service
斗破沙城-DPSCquick-龙魂战域,game-service
斗破沙城-沙城战域,game-service
斗鱼传说,game-service
斜倚听南风,personal-use
斩月de长歌恨,game-service
斩货直播使用_系统盘,media-video-streaming
断肠草,game-service
斯瓦格官方服务器,game-service
新,generic-unknown
新-正式应用,generic-unknown
新2ita,generic-unknown
新59898.com,corp-website-portal
新A06+新A07+新A08+新A,infra-node
新_工,office-system
新agent_系统盘,data-collection-delivery
新一代视频_362671,media-video-streaming
新一代视频_362671_44,media-video-streaming
新专服,infra-node
新主机,generic-unknown
新乡市康凯办公用品有限公司_系统盘,office-system
新买买,ecommerce-retail
新云商商城从DB,ecommerce-retail
新体验环境(vgpu)_数据盘_2,dev-test-env
新体验环境(vgpu)_系统盘,dev-test-env
新余配送,logistics-mobility
新力量网络,corp-website-portal
新哥慕亚马逊,ecommerce-retail
新垣结衣,personal-use
新大售货机机,iot-saas-platform
新安艺术,corp-website-portal
新小程序服务器,generic-unknown
新底层用户_2,dev-test-env
新店1_系统盘,ecommerce-retail
新建_系统盘_1,generic-unknown
新弘贯手游平台,game-service
新微擎服务器,iot-saas-platform
新快-备1系统盘_新快api,office-system
新手3V3厅,game-service
新拖,generic-unknown
新招工宝企业-微信端,office-system
新日本,generic-unknown
新服务器,generic-unknown
新服务器3年,generic-unknown
新机器人,ai-machine-learning
新框架正式服运维后台,infra-logging-monitoring
新欣旗舰店,ecommerce-retail
新永恒买量服第一组,game-service
新测试服,dev-test-env
新游戏,game-service
新火,finance-payment
新版官网,corp-website-portal
新的webapp服务器,corp-website-portal
新盘,generic-unknown
新站,corp-website-portal
新站点,generic-unknown
新蓝天包装,corp-website-portal
新订货,office-system
新记录,generic-unknown
新购上海服务器3号,generic-unknown
新购测试服数据库-油管,infra-database
新起点,generic-unknown
新运营服-官网-计划任务-数据备份,corp-website-portal
新郑李明车业,logistics-mobility
新野论坛_系统盘,community-social-forum
新闻采集-存储节点,data-collection-delivery
新闻采集-节点2-陈天洋,data-collection-delivery
新闻采集-陈天洋,data-collection-delivery
新零售_展业项目_app,ecommerce-retail
新霞_系统盘_1,generic-unknown
新风号,iot-saas-platform
新首页埋点上报_1,infra-logging-monitoring
方健-bolg,community-social-forum
方建军,generic-unknown
方舟,game-service
方舟,game-service
方舟创世纪赞助服,game-service
旅行包客,travel-hospitality
旋申数码上海二区,ecommerce-retail
无为,generic-unknown
无为生活,local-service-delivery
无人货柜服务器,ecommerce-retail
无帝老三,game-service
无心,game-service
无忧生活数码专营店,ecommerce-retail
无恒,generic-unknown
无敌小小孔,game-service
无聊,generic-unknown
无聊测试,dev-test-env
无车承运人备份服务器,logistics-mobility
无锡机电集训队,education-learning
无问西东,media-video-streaming
无限法则_1638,game-service
日化用品,ecommerce-retail
日志审计,infra-logging-monitoring
日本,generic-unknown
日本2号,game-service
日本activity-cvm,generic-unknown
日本站,data-collection-delivery
旧颜,community-social-forum
时尚界大咖,media-news-portal
时空,game-service
旺亚镇魔,game-service
旺旺-会话存档-web_旺旺会话存档web-sys,community-social-forum
旺旺拉取-数据服务器3-TBASE-ES,infra-database
旺旺日用百货,ecommerce-retail
昊同风雨_。,generic-unknown
明古建陶,corp-website-portal
明哥哥,generic-unknown
明弘,generic-unknown
明烁科技,corp-website-portal
明颖三号,generic-unknown
易康生命web,corp-website-portal
易挣数据,data-collection-delivery
易梦阁国内正式服-2服_花开异梦阁国内_数据盘,game-service
易梦阁国内正式服-2服_花开异梦阁国内_系统盘,game-service
易梦阁国内灰度测试服_系统盘,dev-test-env
易税学院,education-learning
昕聆服饰,ecommerce-retail
星仔魔力卡,game-service
星河,game-service
星河云海,game-service
星洲湾掌上民情_网络媒体综合管理平台,media-news-portal
星穹,game-service
星耀,game-service
星辰,game-service
星辰变,game-service
星辰变,game-service
春天还会来,generic-unknown
春暖花开季001___俊杰,media-video-streaming
昱荣建筑,corp-website-portal
显辉_新服务器,generic-unknown
晁图_-_Linux文件服_6,infra-node
晁图_-_美人传_-,game-service
晁图_-_美人传_-_2_数据盘,game-service
晁图_-_美人传_-_测试_-,dev-test-env
晓东,personal-use
晓枫,personal-use
晓菲的seafile,personal-use
晗众健康前端,corp-website-portal
晞文服务器,generic-unknown
晨微_欧洲美国站,ecommerce-retail
晨曦,generic-unknown
晨淼,generic-unknown
普法网,gov-public-service
普通机子,generic-unknown
景半优品,ecommerce-retail
景德镇辰月,ecommerce-retail
晴天,game-service
晴天五月,generic-unknown
晴空官网,corp-website-portal
晶晶,generic-unknown
晶晶玉石工艺,corp-website-portal
智之码文化,education-learning
智启云控,iot-saas-platform
智城物联,iot-saas-platform
智工任务大厅服务器,local-service-delivery
智库商城服务器,ecommerce-retail
智慧乡村,gov-public-service
智慧筑家,iot-saas-platform
智慧系统数据盘,infra-database
智慧轻站系统_轻站客户,corp-website-portal
智研日志平台_1201697_0,infra-logging-monitoring
智研日志平台_1201697_数据盘_3,infra-logging-monitoring
智研日志平台_1201697_系统盘,infra-logging-monitoring
智策略内部测试服务器,dev-test-env
智翔,education-learning
智能咨询独立服务器【广互】-生产环境,ai-machine-learning
智能回收箱服务器,iot-saas-platform
智能答疑,ai-machine-learning
智能表外网查询_燃气客服系统,gov-public-service
智能记账唐惟昆,finance-payment
智能问答,ai-machine-learning
智行学院-PRD-CVM-Web应用,education-learning
暗英雄游戏服,game-service
暗语寒飞,generic-unknown
暗黑YX版,game-service
暗黑之路_1100,game-service
暗黑之路_1100_1,game-service
暗黑大天使,game-service
暗黑英雄版,game-service
暗黑英雄版_24,game-service
暗黑英雄版（2.27）,game-service
暗黑英雄版（2.27）_2,game-service
暴走大侠350_WEB服_1服_2,game-service
暴走大侠OSS服_测试服,dev-test-env
暴走大侠_Android_战斗服,game-service
暴走大侠_Android_日志服,game-service
暴走大侠_Android_日志服_1,game-service
暴走大侠_Android_游戏服,game-service
暴走大侠_HunFu_战斗服,game-service
暴走大侠_HunFu_战斗服_1,game-service
暴走大侠_HunFu_日志服,game-service
暴走大侠_HunFu_日志服_2,game-service
暴走大侠_HunFu_游戏服,game-service
暴走大侠_HunFu_游戏服_24,game-service
暴走大侠_IMG服,game-service
暴走大侠_IOS_战斗服,game-service
暴走大侠_IOS_日志服,game-service
暴走大侠_IOS_游戏服,game-service
暴走大侠_tanwan_WEB_1服,game-service
暴走大侠_tanwan_战斗服,game-service
暴走大侠中心服_Relay,game-service
暴走大侠战斗服,game-service
暴走大侠战斗服_6,game-service
暴走大侠日志服,game-service
暴走大侠日志服_5,game-service
暴走大侠游戏服,game-service
暴走大侠游戏服_33,game-service
更更,generic-unknown
曹,generic-unknown
曹文成的服务器,personal-use
曹朋友--小程序商城,ecommerce-retail
曹洪斌,generic-unknown
曾经,generic-unknown
曾豪杰的服务器,personal-use
最新版万利测试,dev-test-env
月印万川,education-learning
月明1号,generic-unknown
月色真美,personal-use
有度企业版服务器（公）_数据盘,office-system
有源设计链,compute-simulation
有点好看-GOVAPP,gov-public-service
有莉,generic-unknown
服务,generic-unknown
服务B,generic-unknown
服务中心,office-system
服务器,generic-unknown
服务器,generic-unknown
服务器,generic-unknown
服务器,generic-unknown
服务器1号,generic-unknown
服务器200G,generic-unknown
服务器A,generic-unknown
服务器D_程序D,generic-unknown
服务器D_系统D,dev-test-env
服务器_fudewei,generic-unknown
服务器上海,generic-unknown
服务器二,generic-unknown
服务器初代机,generic-unknown
服务器呀,generic-unknown
服务机群1号,infra-node
服务测试,dev-test-env
服务端机器,infra-node
朗格工具,office-system
朗科云主机,generic-unknown
朗风旗舰,ecommerce-retail
朝中,media-news-portal
朝阳供应链科技官网,corp-website-portal
期年,education-learning
木人一任务,data-collection-delivery
木同,generic-unknown
木春,generic-unknown
木纹芯,media-video-streaming
未使用,generic-unknown
未分配业务_1068935,generic-unknown
未分配业务_1185151,generic-unknown
未分配业务_1207393_数据盘_0,generic-unknown
未分配业务_514355_7,generic-unknown
未命名14_数据盘(FROM_snap-iqqmvc2m)_1,generic-unknown
未命名223_系统盘,generic-unknown
未命名451_系统盘_0,generic-unknown
未命名61_数据盘_9,generic-unknown
未命名_0,generic-unknown
未命名_0_机器卡住问题定位,generic-unknown
未命名_0_权力的游戏_1789,generic-unknown
未命名_0_正在上演服务端接口程序,generic-unknown
未命名_0_正式容器集群,infra-node
未命名_0_游戏SDK缓存服务器,infra-cache
未命名_0_湖北广电-BGP,media-video-streaming
未命名_0_灵魂之火_2028,generic-unknown
未命名_0_百事可乐-顾佳燕,generic-unknown
未命名_0_看一看_1643,generic-unknown
未命名_0_福州YY2000中枢,infra-coordination
未命名_0_私有化79_tioneha,generic-unknown
未命名_0_科形云后台,generic-unknown
未命名_0_科探Business_DB,infra-database
未命名_0_科探Messenger,community-social-forum
未命名_0_穿越火线2_1749,game-service
未命名_0_终端欢乐斗地主_696,game-service
未命名_0_腾讯云安全网站管家_2014,generic-unknown
未命名_0_腾讯游戏助手_1232,game-service
未命名_0_订单系统,ecommerce-retail
未命名_0_车巴达陈少波CBD_NAT20180508_Web,generic-unknown
未命名_0_车巴达陈少波CBD_NAT20181017_单站,generic-unknown
未命名_0_雅阁PMS上海前端,travel-hospitality
未命名_0_雅阁PMS培训前端+缓存,education-learning
未命名_0_静态页面,generic-unknown
未命名_0_非凡体育,generic-unknown
未命名_0_风控,finance-payment
未命名_0_鲍刚_FATE项目,ai-machine-learning
未命名_10_（2020.1.16）,generic-unknown
未命名_12,generic-unknown
未命名_12_紫禁繁花-ios,game-service
未命名_136_自研上云弹性算力_1128645,generic-autoscaling
未命名_14_雪鹰领主手游港澳台_2293,game-service
未命名_15_永恒纪元-戒_游戏_国内_手游_37手游平台_永恒纪元戒,game-service
未命名_16_腾讯云物联网通信_互联网_2127,iot-saas-platform
未命名_1_正在上演CMS,generic-unknown
未命名_1_永恒纪元-戒,game-service
未命名_1_汇保理生产环境数据库,infra-database
未命名_1_游戏直播中台_2295,media-video-streaming
未命名_1_王者荣耀电视台_1564,game-service
未命名_1_神怒_17区_奇顽_游戏服_800服,game-service
未命名_1_终端欢乐斗地主_696_腾讯围棋AI（X2008）,game-service
未命名_1_终端欢乐斗地主_696_腾讯围棋ai（windows2008）,game-service
未命名_1_英魂之刃-WEB-IIS与计划任务,game-service
未命名_1_进销存,office-system
未命名_1_逻辑服务器,generic-unknown
未命名_1_雅阁PMS上海接口,travel-hospitality
未命名_1_预发布-个人中心,dev-test-env
未命名_1_飞仙-充值,game-service
未命名_20_理财通_1017,finance-payment
未命名_21_游戏_国内_手游_37手游平台_百战封魔绿色版,game-service
未命名_24_盗墓笔记146,game-service
未命名_2_极光ELK集群,infra-logging-monitoring
未命名_2_游戏正式服,game-service
未命名_2_生产环境-node,infra-node
未命名_2_直播华东xs,media-video-streaming
未命名_2_真龙霸业_1273,game-service
未命名_2_科探Engine_DB,infra-database
未命名_2_腾讯内业务支持_1495,generic-unknown
未命名_2_资源下载_3495,generic-unknown
未命名_2_轩辕传奇手游_1141,game-service
未命名_2_运营系统_598011,office-system
未命名_2_食物语_1926,game-service
未命名_39_财经频道_906,media-news-portal
未命名_3_游戏服,game-service
未命名_3_私有化79_海通CDH514+kerberos,compute-simulation
未命名_3_穿越火线_手游_967,game-service
未命名_3_虚拟模块[测试模块]_998687,dev-test-env
未命名_42_自研上云_1078353,generic-unknown
未命名_4_水星计划_1045,generic-unknown
未命名_5_预发布-健康码-卡口,dev-test-env
未命名_5_预发布-登陆,dev-test-env
未命名_5_龙珠激斗_1012,game-service
未命名_7_预发布-上报分析,dev-test-env
未命名_8_纯美号-SHLENA_ZEIGLER,generic-unknown
未命名_8_预发布-健康码-健康码应用,dev-test-env
未命名_9_狐妖小红娘_1548,game-service
未命名_GOO,generic-unknown
未命名_数据盘,generic-unknown
未命名_数据盘(FROM_snap-7ixx17cm),generic-unknown
未命名_数据盘_1,generic-unknown
未命名_数据盘_141_腾讯云算力_970765,generic-unknown
未命名_数据盘_2_运营平台[变更发布]_1012679,office-system
未命名_数据盘_4_裁撤资源管理_523655,generic-unknown
未命名_数据盘_测试模块_1270885,dev-test-env
未命名_数据盘_申能股份_风光储信息系统人脸识别模块服务器,ai-machine-learning
未命名_数据盘_红建,generic-unknown
未命名_系统盘,generic-unknown
未命名_系统盘_71_陈铭瀚,generic-unknown
未命名_系统盘_76_陈婷,generic-unknown
未命名_系统盘_9,generic-unknown
未命名_系统盘_测试,dev-test-env
未命名_系统盘_济南iih前置机,generic-unknown
未命名_系统盘_浮萍:第一个,generic-unknown
未命名_系统盘_王者视频_1161313,media-video-streaming
未命名_系统盘_申能股份_掌上申能服务器,office-system
未命名_系统盘_皇图霸业-4C8G-106.54.2.,game-service
未命名_系统盘_直播-海外web代理anycast服务,media-video-streaming
未命名_系统盘_真好蓝蓝,generic-unknown
未命名_系统盘_研发XAP,dev-test-env
未命名_系统盘_竹城鼎信,generic-unknown
未命名_系统盘_粉娱网,generic-unknown
未命名_系统盘_网站,corp-website-portal
未命名_系统盘_聚丰,generic-unknown
未命名_系统盘_自研上云_1078353,generic-unknown
未命名_系统盘_自研上云弹性算力_1128645,generic-unknown
未命名_系统盘_裁撤资源管理_523655,generic-unknown
未命名_系统盘_资金流[余额账户流水]_998389,finance-payment
未命名_系统盘_运营平台[变更发布]_1012679,generic-unknown
未命名_系统盘_运营系统_598011,office-system
未命名_系统盘_邮箱登陆,generic-unknown
未命名_系统盘_金穗,generic-unknown
未命名_系统盘_陈衍冰,generic-unknown
未命名猫,generic-unknown
未挂载,generic-unknown
未来人生,game-service
未来城市设计,compute-simulation
末香,generic-unknown
本地磁盘,infra-node
本通公司,generic-unknown
朱其燕,generic-unknown
朱家生的服务器,personal-use
朱泓霖,personal-use
朱珍,generic-unknown
朱露,generic-unknown
机器人,ai-machine-learning
机器人,ai-machine-learning
机器人,ai-machine-learning
机器人1号,ai-machine-learning
机器人202号,ai-machine-learning
机器人后台,ai-machine-learning
机器人服务器,ai-machine-learning
机器人管理__到期,iot-saas-platform
机电股份www,corp-website-portal
机票航旅系统开发组陈伟伟业务代理20200116-上海-腾讯,dev-test-env
机车用品直销__11.,ecommerce-retail
杂七杂八,generic-unknown
权倾三国gamesvr_海盗,game-service
权倾三国gamesvr（高配）,game-service
权倾三国从库新_海盗,infra-database
权利金上海,finance-payment
权力的游戏_1789,game-service
权力的游戏凛冬将至亚洲,game-service
权十标,generic-unknown
权重为零,generic-autoscaling
李sir有货,ecommerce-retail
李三宁,generic-unknown
李世强店铺,ecommerce-retail
李东-2家,personal-use
李俊香,personal-use
李元龙_打算用activity-cvm,generic-unknown
李兵则,generic-unknown
李军使用_系统磁盘,personal-use
李刚服务器,personal-use
李劲_HW_电商_数据盘,ecommerce-retail
李华龙,generic-unknown
李国彬,personal-use
李国良_虚假诉讼,generic-unknown
李大勋的机器人,personal-use
李家勇,personal-use
李小翠,generic-unknown
李岱侠________络凯贸易_____两钻,ecommerce-retail
李彦培99:九九_子账号_新_系统盘_衣之家_子账号,ecommerce-retail
李志岗,personal-use
李志钎,generic-unknown
李操,generic-unknown
李改梅,generic-unknown
李春晖,generic-unknown
李春波,media-video-streaming
李松_广州线和图片服务器,data-collection-delivery
李梦萍,generic-unknown
李浪浪,personal-use
李源,personal-use
李澄,generic-unknown
李燕霞,generic-unknown
李玺_(2部),office-system
李瑶亚马逊,ecommerce-retail
李紫紫宝贝儿,generic-unknown
李美珍上海一年,personal-use
李聪,generic-unknown
李艳利,generic-unknown
李艳清,personal-use
李若虹,generic-unknown
李超演示服务器,dev-test-env
李鑫,generic-unknown
材神,game-service
杜仁杰,generic-unknown
杜德办公专营店,ecommerce-retail
杜洛恩-cvm,generic-unknown
条码微站-正式机,ecommerce-retail
来往,community-social-forum
杨倩亚马逊,ecommerce-retail
杨先森,personal-use
杨半仙儿的特斯拉,personal-use
杨峰,generic-unknown
杨斌,generic-unknown
杨晓燕,personal-use
杨松波-欧洲站VPS-谢玉琴,personal-use
杨柳,personal-use
杨磊的腾讯云服务器,personal-use
杨龙的服务器,personal-use
杭州中检臻康健康管理有限公司,office-system
杰尔沃,generic-unknown
松江项目服务,gov-public-service
松溪项目应用服务器,gov-public-service
松鼠乐园,travel-hospitality
极光ELK集群,infra-logging-monitoring
极光ELK集群,infra-logging-monitoring
极地鹰测试服务器,dev-test-env
极速福利linux,office-system
林,generic-unknown
林_系统盘_5,generic-unknown
林哥_用的洁工商_洁_手机卡,ecommerce-retail
林哥哥就是我,personal-use
林培文,personal-use
林宇航的服务器,personal-use
林平,personal-use
林悦强,generic-unknown
林明颖一号,personal-use
林易君的服务器,personal-use
林继聪,generic-unknown
果儿飞微商城-系统盘,ecommerce-retail
果盘-_美人传_-_游戏服_-_正式服_-,game-service
果盘-_美人传_-_游戏服_-_正式服_-_8_系统盘,game-service
果盘_-_美人传_-_跨服,game-service
枣面包的腾讯云,personal-use
枪神传说_-R_副本服务_超神狙击,game-service
枪神传说_-_数据备份_超神狙击,game-service
枪神传说_-_数据库1，2R_超神狙击,infra-database
架设,generic-unknown
某小健,personal-use
柒弦吉他社,education-learning
柠檬不要太酸,generic-unknown
查询云服务,generic-unknown
柬埔寨力哥_系统盘,infra-node
柯基酸的服务器,personal-use
柯来喜,generic-unknown
标准云服务器_标准系统盘（50G）-001,generic-unknown
标准型S2-2核4G3Mbps,generic-unknown
栖聚,community-social-forum
栗尘,generic-unknown
校园-微信,education-learning
校园微帮,community-social-forum
校园活动,education-learning
校园视频,education-learning
校长培训,education-learning
校鲜优三号服务器,local-service-delivery
核心服务器,generic-unknown
核心生产,generic-unknown
格律诗,education-learning
桂明一年,generic-unknown
桂清礼2020.03.,personal-use
桃红梨白,community-social-forum
梁,generic-unknown
梁羽斯_三钻_tb,ecommerce-retail
梦幻西游,game-service
梦床号,generic-unknown
梦想,education-learning
梦想1号,education-learning
梦飞,game-service
梧桐树户外,ecommerce-retail
梵陌,game-service
棉花,generic-unknown
棋牌(斗地主、AA、黑白棋、军棋)[5M]_游戏项目,game-service
棋牌公共_网关转发代理-上海,game-service
棋牌平台,game-service
棋牌（象棋）[14M]_游戏项目,game-service
森墨五金店,ecommerce-retail
森花账户,office-system
植物大战僵尸-UC,game-service
楠能可贵了,generic-unknown
榆林中学3班,education-learning
模样店店-张平平,ecommerce-retail
横版宫斗-BT-管理后台,game-service
橘子猫返利机器人服务器,ecommerce-retail
橙泽贸易公司,ecommerce-retail
橙薪-小程序（负载均衡3）,office-system
橙领日记,community-social-forum
次1(mysql),infra-database
次2(nginx_redis),dev-test-env
欢乐卡牌,game-service
欢乐惠购-公众号,ecommerce-retail
欢哥,personal-use
欢迎来到,generic-unknown
欣灵工控,iot-saas-platform
欣运辉,logistics-mobility
欣鲸网站,corp-website-portal
欧-朱新球-深圳-胡嘉仪,personal-use
欧-王强-深圳-田敏组,dev-test-env
欧-蒋小明-深圳-田敏组,generic-unknown
欧-赵伟-庞,generic-unknown
欧-陈广全-深圳-田敏组,generic-unknown
欧巴,personal-use
欧洲-博然马琦斌,generic-unknown
欧洲activity-cvm,generic-unknown
欧洲仝磊,generic-unknown
欧洲站-000_系统盘_欧洲站-陈志军,ecommerce-retail
欧洲站-张俊华_英国-柴国辉_系统盘,generic-unknown
欧洲韦根,generic-unknown
欧萌,game-service
欧途派,travel-hospitality
欧阳佳店铺,ecommerce-retail
欧阳晓菲的云主机,personal-use
正义集结-充值回调_系统盘,game-service
正义集结_-_正式_-,game-service
正义集结_-_正式_-_06_系统盘,game-service
正义集结_-_版署,game-service
正在缓冲,media-video-streaming
正宇软件_08_C_正宇软件客户系统_袁添笑,office-system
正宇软件_09_C_正宇软件客户系统_邓屹轩,office-system
正宇软件_11_C_正宇软件客户系统_刘逢庆,office-system
正宇软件_12_C_正宇软件客户系统_邓文磊,office-system
正式,generic-unknown
正式使用,generic-unknown
正式服,game-service
正式服务web,corp-website-portal
正式服务器,generic-unknown
正式服务器111.229.211.,generic-unknown
正式服务器定时任务队列服务器,infra-message-queue
正式测试环境,dev-test-env
正式环境,generic-unknown
正式环境-api,generic-unknown
正版传奇-home_正版传奇烈火雷霆,game-service
正版传奇-传奇服_正版传奇烈火雷霆,game-service
正版传奇-客服_正版传奇烈火雷霆,game-service
正邦数据,data-collection-delivery
正邦系统,office-system
武凯,generic-unknown
武林传说,game-service
武汉小克马文化科技有限公司,game-service
歪兔,game-service
歪歪,media-video-streaming
段丽丹,generic-unknown
段国梅,generic-unknown
段慧慧,generic-unknown
殷飞,personal-use
毅力001,generic-unknown
每呼,community-social-forum
比特慧星,data-collection-delivery
毕业设计,dev-test-env
毕业设计用服务器,personal-use
毛利的服务器,personal-use
民嘉振+美国站+肖琴+武义贝诺贸易有限公司,ecommerce-retail
民大附中钦州分校,education-learning
民生,gov-public-service
水,gov-public-service
水之队&日月众信_水之队日月众信系统盘,office-system
水墨工坊,education-learning
水大鱼大2020.10.,game-service
水星计划_1045,dev-test-env
水水,gov-public-service
水熊科技服务器,generic-unknown
永佳中介,local-service-delivery
永恒,game-service
永恒破坏神_上海_渠道体验服,game-service
永恒纪元-中心机_游戏_国内_手游_37手游平台_永恒纪元戒,game-service
永恒纪元-戒,game-service
永恒纪元-戒_游戏_国内_手游_37手游平台_永恒纪元戒,game-service
永辉资料,ecommerce-retail
永远,generic-unknown
求回血,game-service
求死之路,game-service
汇保理生产环境,finance-payment
汇保理生产环境数据库,infra-database
汉库克,game-service
江南,travel-hospitality
江湖O2O系统－server,local-service-delivery
江湖侠客令-游戏服,game-service
江苏ODR-web01-扩容1_江苏微解纷ODR-生产-web_法院BU,gov-public-service
江苏博学建设投资集团,office-system
江苏常州滴答派儿童摄影,local-service-delivery
江苏微解纷ODR-生产-web,gov-public-service
江苏沙卡拉卡网络科技,corp-website-portal
江苏法院数字法官助理服务平台-生产环境,gov-public-service
江西内蒙古FTP,data-collection-delivery
江西：人脉系统=ren,gov-public-service
江西：图片资源系统,gov-public-service
江酒酒Eleven,ecommerce-retail
池雨小荷,education-learning
汤记糕点,ecommerce-retail
汽车网_系统环境,dev-test-env
汽配运营云3_new,office-system
沃可,generic-unknown
沃威尔线上小程序服务器,ecommerce-retail
沈雄健,generic-unknown
沙城游戏服,game-service
沣东新城红翠五金百货铺,ecommerce-retail
河南明远,education-learning
泉州冠军,local-service-delivery
泓的服务器,personal-use
泓途实业,corp-website-portal
泛美国际,corp-website-portal
注册机,community-social-forum
泰国-B02-2-上海-游戏_系统盘_泰国-B02上海-游戏,game-service
泰坦,game-service
泰州-淮安,generic-unknown
泰汇网,corp-website-portal
泰马益,generic-unknown
泸沽湖得水,travel-hospitality
洋溢,community-social-forum
洛菲克,generic-unknown
活动购买,ecommerce-retail
流水系统,finance-payment
流浪神,game-service
流石科技,generic-unknown
流量精灵-wbvip-淘宝店,ecommerce-retail
测肤,ai-machine-learning
测评h5-A,dev-test-env
测评后台-A,office-system
测试,dev-test-env
测试,dev-test-env
测试,dev-test-env
测试-login,dev-test-env
测试1号,dev-test-env
测试APP_测试app,dev-test-env
测试_系统盘,dev-test-env
测试php,dev-test-env
测试一号,dev-test-env
测试一期,dev-test-env
测试一组,dev-test-env
测试万利,dev-test-env
测试专用,dev-test-env
测试专用服务器,dev-test-env
测试专用网络,dev-test-env
